"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"EFFECT_DECAYING_STAT_ON_CONSUMABLE","{0} {1} for {2} seconds after picking up a consumable","{0} {1} pendant {2} secondes après avoir ramassé un consommable","捡起消耗品后，{0}{1}持续{2}秒","消耗品を拾うと {2}秒間 {1} {0}","소모품을 획득한 뒤 {2}초 동안 {0} {1}","撿起消耗品後{0}{1}{2}秒","Вы получаете {0} к параметру «{1}» на {2} сек., когда вы подбираете расходник.","{1} {0} przez {2} s po podniesieniu znajdźki","{0} de {1} durante {2} segundos al recoger un consumible","{0} de {1} por {2} segundos ao coletar um consumível.","{0} {1} für {2} Sekunden beim Aufsammeln eines Verbrauchsgegenstands","Tüketilebilir eşya topladıktan sonra {2} saniye boyunca {0} {1}","{0} {1} per {2} secondi quando raccogli un materiale consumabile."
"EFFECT_DECAYING_STAT_ON_HIT","{0} {1} for {2} seconds when you take damage","{0} {1} pendant {2} secondes lorsque vous subissez des dégâts","受到伤害后，{0}{1}持续{2}秒","ダメージを受けると {2}秒間 {1} {0}","대미지를 받을 때 {2}초 동안 {0} {1}","你受到的傷害時{0}{1}{2}秒","Вы получаете {0} к параметру «{1}» на {2} сек., когда вам наносят урон.","{1} {0} przez {2} s, gdy otrzymujesz obrażenia","{0} de {1} durante {2} segundos al recibir daño","{0} de {1} por {2} segundos ao sofrer dano.","{0} {1} für {2} Sekunden, wenn du Schaden nimmst","Hasar aldığında {2} saniye boyunca {0} {1}","{0} {1} per {2} secondi quando subisci danni."
"EFFECT_SWAP_MAX_MIN_STAT_POS","Your highest ({0}) and lowest ({1}) positive primary stats are swapped when you get this item","Vos statistiques primaires positives les plus élevées ({0}) et les plus basses ({1}) sont échangées lorsque vous obtenez cet objet","当你获得此道具时，你的最高（{0}）和最低（{1}）正面主属性会互换","このアイテムの入手時、0以上のメインステータスのうち一番高いもの（{0}）と一番低いもの（{1}）が入れ替わる","이 아이템을 획득하면 최고({0}) 그리고 최저({1}) 양의 기본적인 능력치가 서로 바뀜","得到這個道具後，你的最高（{0}）和最低（{1}）主要正數據會交換","Когда вы получаете этот предмет, ваш самый высокий ({0}) и самый низкий ({1}) положительные основные показатели меняются местами.","Najwyższe ({0}) i najniższe ({1}) statystyki główne o wartości dodatniej zostają zamienione po zdobyciu tego przedmiotu","Al obtener este objeto, se intercambian tus estadísticas principales positivas más altas ({0}) y más bajas ({1})","Seu atributo primário positivo maior ({0}) e menor ({1}) são trocados ao coletar este item.","Deine höchsten ({0}) und niedrigsten ({1}) positiven Primärwerte werden beim Erhalt dieses Items getauscht","Bu eşyayı aldığında en yüksek ({0}) ve en düşük ({1}) pozitif birincil istatistiklerin yer değiştirir","Il tuo parametro primario positivo più alto ({0}) e quello più basso ({1}) vengono scambiati fra loro quando ottieni questo oggetto."
"EFFECT_SWAP_MAX_MIN_STAT","Your highest ({0}) and lowest ({1}) primary stats are swapped when you get this item","Vos statistiques principales les plus élevées ({0}) et les plus basses ({1}) sont échangées lorsque vous obtenez cet objet","当你获得此道具时，你的最高（{0}）和最低（{1}）主属性会互换","このアイテムの入手時、メインステータスのうち一番高いもの（{0}）と一番低いもの（{1}）が入れ替わる","이 아이템을 획득하면 최고({0}) 그리고 최저({1}) 기본적인 능력치가 서로 바뀜","得到這個道具後，你的最高（{0}）和最低（{1}）主要數據交換","Когда получаете этот предмет, ваш самый высокий ({0}) и самый низкий ({1}) основные показатели меняются местами.","Najwyższe ({0}) i najniższe ({1}) statystyki główne zostają zamienione po zdobyciu tego przedmiotu","Al obtener este objeto, se intercambian tus estadísticas principales más altas ({0}) y más bajas ({1})","Seu atributo primário maior ({0}) e menor ({1}) são trocados ao coletar este item.","Deine höchsten ({0}) und niedrigsten ({1}) Primärwerte werden beim Erhalt dieses Items getauscht","Bu eşyayı aldığında en yüksek ({0}) ve en düşük ({1}) birincil istatistiklerin yer değiştirir","Il tuo parametro primario più alto ({0}) e quello più basso ({1}) vengono scambiati fra loro quando ottieni questo oggetto."
"EFFECT_GOLD_ON_EVERY_STEP","Earn {0} materials for every {2} steps you take during a wave","Gagnez {0} matériaux pour tous les {2} pas que vous faites pendant une vague","每在一波袭击中前进{2}步，可获得{0}材料","{2}歩歩くごとにマテリアルを {0}個獲得する","한 웨이브 동안 걷는 매 {2}걸음마다 재료 {0}개를 얻음","每在一波中走{2}步就可獲得{0}個素材","Вы получаете материалы ({0}) за каждые {2} шагов во время волны.","Zdobądź {0} szt. materiałów za każde {2} kroków wykonanych podczas fali","Obtienes {0} materiales por cada {2} pasos que des en una oleada","Ganhe {0} materiais a cada {2} passos dados durante uma onda.","Verdiene {0} Materialien für alle {2} Schritte, die du in einer Welle machst","Hücum sırasında attığın her {2} adım başına {0} malzeme kazanırsın","Ottieni {0} materiali ogni {2} passi compiuti durante un'ondata."
"EFFECT_STAT_ON_EVERY_STEP","{0} {1} for every {2} steps you take during a wave","{0} {1} pour tous les {2} pas que vous faites pendant une vague","每在一波袭击中前进{2}步，可获得{0}{1}","{2}歩歩くごとに{1}{0}","한 웨이브 동안 걷는 매 {2}걸음마다 {0} {1}","每在一波中走{2}步就可{0}{1}個材料","Вы получаете {0} к параметру «{1}» за каждые {2} шагов во время волны.","{1} {0} za każde {2} kroków wykonanych podczas fali","{0} de {1} por cada {2} pasos que des en una oleada","{0} de {1} a cada {2} passos dados durante uma onda.","{0} {1} für alle {2} Schritte, die du in einer Welle machst","Hücum sırasında attığın her {2} adım başına {0} {1}","{0} {1} ogni {2} passi compiuti durante un'ondata."
"EFFECT_PIERCE_ON_CRIT_ITEM","Projectiles get {0} piercing on critical hit","Les projectiles perçent {0} fois de plus en cas de coup critique","投射物在暴击时会获得{0}贯通效果","クリティカルした弾の貫通 +{0}","치명타 시 발사체가 {0} 관통을 얻음","爆擊時投射物會獲得{0}貫穿","Снаряды получают {0} к пробитию при критических ударах.","Pociski otrzymują {0}obr. od przeszywania przy trafieniu krytycznym","Los proyectiles obtienen {0} de perforación al realizar un ataque crítico","Os projéteis ganham {0} de perfuração em acertos críticos.","Projektile erhalten {0} Durchbohren bei kritischen Treffern","Roketler kritik vuruşta {0} delici hasar verir","La perforazione dei proiettili aumenta di {0} quando infliggi un colpo critico."
"EFFECT_BOUNCE_ON_CRIT_ITEM","Projectiles get {0} bounce on critical hit","Les projectiles rebondissent {0} fois de plus en cas de coup critique","投射物在暴击时会获得{0}反弹效果","クリティカルした弾の跳弾 +{0}","치명타 시 발사체가 {0} 튕김을 얻음","爆擊時投射物會獲得{0}反彈","Снаряды получают {0} к отскоку при критических ударах.","Pociski otrzymują {0}obr. od odbijania przy trafieniu krytycznym","Los proyectiles obtienen {0} de rebote al realizar un ataque crítico","Os projéteis ganham {0} de rebote em acertos críticos.","Projektile erhalten {0} Apraller bei kritischen Treffern","Roketler kritik vuruşta {0} defa seker","Il rimbalzo dei proiettili aumenta di {0} quando infliggi un colpo critico."
"EFFECT_EXPLODE_ON_HIT_MISSING_HEALTH","You explode for {1} ({3} x missing health) damage when you take damage","Vous explosez et subissez {1} ({3} x santé manquante) de dégâts lorsque vous subissez des dégâts","当你受到伤害时会爆炸，造成{1}（{3}x损失的生命值）伤害","ダメージを受けると {1}（失ったHP x {3}）のダメージを与える爆発を発生させる","대미지를 받으면 {1}({3} x 잃은 체력) 대미지를 주며 폭발","受到傷害時你會爆炸{1}造成（{3} x 失去的生命值）傷害","При получении урона вы взрываетесь и наносите {1} урона (потерянное здоровье х {3}).","Gdy otrzymasz obrażenia, eksplodujesz, otrzymując {1} ({3} x brakujące zdrowie) obrażeń","Provocas una explosión que causa {1} ({3} x salud restante) de daño al recibir daño","Você explode causando {1} ({3} x vida perdida) de dano ao sofrer dano.","Du explodierst für {1} ({3} x fehlende HP) Schaden, wenn du Schaden nimmst","Hasar alınca patlayarak {1} ({3} x eksik sağlık) hasar verirsin","Esplodi infliggendo {1} ({3} x salute mancante) danni quando subisci danni."
"EFFECT_CONSUMABLE_HEAL_OVER_TIME","Consumables heal you over {0} seconds instead of instantly","Les consommables vous soignent en {0} secondes au lieu d'agir instantanément","消耗品会在{0}秒内持续为你治疗，而非瞬间治疗","消費アイテムが即時ではなく {0} 秒かけて回復するようになる","소모품이 즉각 치유하는 대신 {0}초에 걸쳐 치유함","消耗品不會瞬間治癒，而是持續治癒{0}秒","Расходники лечат в течение {0} сек., а не мгновенно.","Znajdźki leczą przez {0} s, a nie natychmiastowo.","Los consumibles te curan a lo largo de {0} segundos en vez de al momento de usarlos","Consumíveis curam por {0} segundos em vez de instantaneamente.","Verbrauchsgegenstände heilen dich über {0} Sekunden anstatt sofort","Tüketilebilir eşyalar anlık değil {0} saniye boyunca sağlık yeniler","I materiali consumabili ti fanno recuperare PS per {0} secondi anziché istantaneamente."
"EFFECT_LOCK_CURRENT_WEAPONS","Weapons can no longer be upgraded or recycled","Les armes ne peuvent plus être améliorées ou recyclées","武器无法再升级或回收","武器のアップグレードやリサイクルができなくなる","무기를 더 이상 업그레이드하거나 재활용할 수 없음","武器再也無法升級或回收","Оружие больше не может быть улучшено или переработано.","Broni nie można już ulepszać ani poddawać recyklingowi","Las armas dejan de poderse mejorar o reciclar","As armas não podem mais ser melhoradas ou recicladas.","Waffen können nicht mehr verbessert oder verwertet werden","Silahlar artık yükseltilemez veya geri dönüştürülemez","Le armi non possono più essere migliorate o riciclate."
"EFFECT_KNOCKBACK_AURA","Knocks nearby enemies back every {0} second","Repousse les ennemis proches toutes les {0} seconde","每{0}秒击退附近的敌人","{0} 秒ごとに近くの敵をノックバックさせる","매 {0}초마다 근처 적을 넉백시킴","每{0}秒擊退附近的敵人一次","Отталкивает ближайших врагов каждую {0} сек.","Odrzuca pobliskich wrogów co sekundę","Derriba a los enemigos cercanos cada {0} segundo","Empurra inimigos próximos a cada {0} segundo.","Stößt Gegner in der Nähe jede Sekunde zurück","Her {0} saniyede bir yakındaki düşmanları uzaklaştırır","Respingi i nemici vicini ogni secondo."
"EFFECT_KNOCKBACK_AURA_PLURAL","Knocks nearby enemies back every {0} seconds","Repousse les ennemis proches toutes les {0} secondes","每{0}秒击退附近的敌人","{0} 秒ごとに近くの敵をノックバックさせる","매 {0}초마다 근처 적을 넉백시킴","每{0}秒擊退附近的敵人一次","Отталкивает ближайших врагов каждые {0} сек.","Odrzuca pobliskich wrogów co {0} s","Derriba a los enemigos cercanos cada {0} segundos","Empurra inimigos próximos a cada {0} segundos.","Stößt Gegner in der Nähe alle {0} Sekunden zurück","Her {0} saniyede bir yakındaki düşmanları uzaklaştırır","Respingi i nemici vicini ogni {0} secondi."
"EFFECT_LEVEL_UPGRADES_MODIFICATIONS","{0} stats gained from level upgrades","{0} statistiques obtenues grâce aux améliorations de niveau","从等级提升中获得{0}属性","レベルアップ時のアップグレードによるステータスの上昇量 {0}","레벨 업그레이드로 {0} 능력치 획득","升級獲得{0}數值","При повышении уровня показатели прибавляются на {0}.","Statystyki uzyskane dzięki ulepszeniom poziomu: {0}","Obtienes {0} estadísticas con las mejoras de nivel","{0} de atributos ganhos em melhorias de nível.","{0} bei durch Levelaufstieg erhaltenen Werten","Seviye yükseltmelerinden elde edilen {0} istatistik","{0} al miglioramento del parametro quando sali di livello."
"EFFECT_LOST_ON_HIT","Bonus is lost when taking damage","Le bonus est perdu en cas de dégâts","受到伤害时会失去奖励","ダメージを受けるとボーナスは失われる","대미지를 받으면 보너스를 잃음","受到傷害時會減少加成","Бонус теряется, когда вы получаете урон.","Premia jest tracona po otrzymaniu obrażeń","La bonificación se pierde al recibir daño","O bônus é perdido ao sofrer dano.","Bonus geht verloren, wenn du Schaden nimmst","Hasar alındığında bonus yok olur","Quando subisci danni, perdi il bonus."
"EFFECT_STAT_ON_FRUIT","{2} chance to get {0} {1} when you pick up a fruit","{2} chances d'obtenir {0} {1} lorsque vous ramassez un fruit","捡起水果时有{2}的概率获得{0}{1}","フルーツを拾うと{2} の確率で {1} {0}","과일을 획득할 때 {2} 확률로 {0} {1} 획득","撿起水果時有{2}機會獲得{0}{1}","С вероятностью {2} вам дается {0} {1}, когда вы подбираете фрукт.","{2} szans na zyskanie {0} {1} po podniesieniu owocu","{2} de probabilidad de obtener {0} de {1} al recoger una fruta","{2} de chance de obter {0} de {1} ao coletar uma fruta.","Chance von {2} beim Aufsammeln einer Frucht {0} {1} zu bekommen","Meyve topladığında {2} ihtimalle {0} {1} alırsın","{2} di probabilità di ottenere {0} {1} quando raccogli un frutto."
"EFFECT_DUPLICATE_ITEM","Duplicates the next item you get from the shop (item limits can't be exceeded)","Duplique le prochain objet que vous obtenez dans la boutique (les limites d'objets ne peuvent pas être dépassées)","复制你从商店获得的下一个道具（不能超过道具限制）","次にショップから入手するアイテムを複製する（取得制限を超過するアイテムは選択不可）","상점에서 얻는 다음 아이템을 복제함(아이템 제한을 초과할 수 없음)","複製從商店獲得的下一個道具（不能超出道具限額）","Создает дубликат следующего купленного в магазине предмета (нельзя превысить лимит предметов).","Duplikuje kolejny przedmiot ze sklepu (nie można przekroczyć limitów przedmiotów).","Duplica el siguiente objeto que consigas en la tienda (no se pueden superar los límites de objetos)","Duplica o próximo item obtido na loja (limites de itens não são excedidos)","Dupliziert das nächste Item, das du aus dem Shop holst (Item-Limits nicht überschreitbar)","Dükkânda alacağın sonraki eşyayı kopyalar (Eşya sınırları aşılamaz)","Duplica il prossimo oggetto che ottieni dal negozio (non puoi superare il limite degli oggetti)."
