"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"NEW_ENDLESS_WAVE_HIGH_SCORE","New high score! You survived wave {0} on {1}{2} with this character. (endless mode)","Nouveau record ! Vous avez survécu à la vague {0} en {1}{2} avec ce personnage. (mode sans fin)","新纪录！你使用该角色在{1}{2}撑过了第{0}波敌袭。（无尽模式）","ハイスコア更新！このキャラクターで、{1}{2} の第 {0} ウェーブをクリアしました（エンドレスモード）","새로운 최고 점수! 이 캐릭터로 {1}{2}의 웨이브 {0}에서 생존했습니다. (무한 모드)","新紀錄！你用這顆角色在{1}{2}撐過了第{0}波敵襲。（無盡模式）","Новый рекорд! Вы пережили волну {0} на уровне сложности «{1}{2}» с этим персонажем (режим «Без конца»).","Nowy najlepszy wynik! Udało ci się przeżyć falę {0} na {1}{2}, grając tą postacią (tryb Nieskończony).","¡Nuevo récord! Has sobrevivido hasta la oleada {0} en {1}{2} con este personaje. (Modo infinito)","Novo recorde! Você sobreviveu à onda {0} no {1}{2} com este personagem (modo Sem Fim).","Neuer Highscore! Du hast mit diesem Charakter Welle {0} auf {1}{2} überlebt. (Endlosmodus)","Yeni yüksek skor! {0}. Hücum sırasında {1}{2} zorluğunda bu karakterle hayatta kaldın. (sonsuz mod)","Nuovo record! Hai superato l'ondata {0} al livello di {1}{2} con questo personaggio (modalità Senza fine)."
"MENU_OPTIONS_GRAPHICS","Graphics Options","Options graphiques","图像设置","グラフィック設定","그래픽 설정","圖像設定","Настройки графики","Ustawienia grafiki","Opciones gráficas","Opções gráficas","Grafikeinstellungen","Grafik Ayarları","Opzioni grafiche"
"MENU_OPTIONS_MUSIC_VOLUME","Music volume","Volume de la musique","音乐音量","BGM音量","음악 음량","音樂音量","Громкость музыки","Głośność muzyki","Volumen de música","Volume da música","Musiklautstärke","Müzik","Volume musica"
"MENU_OPTIONS_RESOLUTION","Resolution","Résolution","分辨率","解像度","해상도","解析度","Разрешение","Rozdzielczość","Resolución","Resolução","Auflösung","Çözünürlük","Risoluzione"
"MENU_OPTIONS_SFX_VOLUME","Sound effect volume","Volume des effets sonores","音效音量","SE音量","효과음 음량","音效音量","Громкость эффектов","Głośność efektów dźw.","Volumen de efectos de sonido","Volume dos efeitos sonoros","Soundeffektlautstärke","Ses efektleri","Volume effetti sonori"
"MENU_OPTIONS_SOUND","Sound Options","Options sonores","声音设置","サウンド設定","음향 설정","聲音選項","Настройки звука","Ustawienia dźwięku","Opciones de sonido","Opções de som","Soundeinstellungen","Ses Ayarları","Opzioni audio"
"MENU_OPTIONS_WINDOWED","Windowed","Fenêtré","窗口模式","ウィンドウモード","창 모드","視窗模式","В окне","Okno","Ventana","Janela","Fenstermodus","Pencere modu","In finestra"
"MENU_OPTIONS_FULLSCREEN","Fullscreen","Plein écran","全屏模式","全画面","전체화면","全螢幕","Во весь экран","Pełny ekran","Pantalla completa","Tela cheia","Vollbild","Tam ekran modu","Schermo intero"
"MENU_OPTIONS_CONTROLS","Controls","Contrôles","控制","操作設定","조작 방식","操作","Управление","Sterowanie","Controles","Controles","Steuerung","Kontroller","Comandi"
"MENU_OPTIONS_SOUND_VOLUME","Volume","Volume","音量","音量","음량","音量","Громкость","Głośność","Volumen","Volume","Lautstärke","Ses Düzeyi","Volume"
"MENU_OPTIONS_SCREENSHAKE","Screenshake","Tremblements d'écran","屏幕震动","画面揺れ効果","화면 흔들림","螢幕震動","Тряска экрана","Zrzut ekranu","Temblor de pantalla","Tremor de tela","Bildwackeln","Ekran Titremesi","Scuotimento schermo"
"MENU_OPTIONS_MOUSE_ONLY","Mouse Only","Souris uniquement","仅限鼠标","マウスのみ","마우스만 사용","僅限滑鼠","Только мышь","Tylko mysz","Solo ratón","Apenas mouse","Nur Maus","Yalnızca Fare","Solo mouse"
"MENU_OPTIONS_MANUAL_AIM","Manual Aim","Visée manuelle","手动瞄准","手動照準","수동 조준","手動瞄準","Ручное прицеливание","Ręczne celowanie","Apuntar manualmente","Mira manual","Manuelles Zielen","Manuel Nişan","Mira manuale"
"MENU_OPTIONS_VISUAL_EFFECTS","Visual Effects","Effets visuels","视觉效果","視覚効果","시각 효과","視覺效果","Визуальные эффекты","Efekty graficzne","Efectos visuales","Efeitos visuais","Visuelle Effekte","Görsel Efektler","Effetti grafici"
"MENU_DAMAGE_DISPLAY","Damage Display","Affichage des dégâts","伤害显示","ダメージ表示","대미지 디스플레이","傷害顯示","Показывать урон","Komunikat obrażeń","Mostrar daño","Exibição de dano","Schadensanzeige","Hasarı Göster","Mostra danni"
"MENU_CHAR_HIGHLIGHTING","Character Highlighting","Surbrillance du personnage","突显角色","キャラクターのハイライト","캐릭터 강조","強調角色","Подсветка персонажа","Podświetlenie postaci","Resaltar personaje","Destaque de personagem","Charakterhervorhebung","Karakteri Vurgulama","Evidenzia personaggio"
"MENU_WEAPON_HIGHLIGHTING","Weapons Highlighting","Surbrillance des armes","突显武器","武器のハイライト","무기 강조","強調武器","Подсветка оружия","Podświetlenie broni","Resaltar armas","Destaque de armas","Waffenhervorhebung","Silahları Vurgulama","Evidenzia armi"
"MENU_FONT_SIZE","Font Size","Taille de la Police","字体大小","フォントサイズ","글자 크기","字體尺寸","Размер шрифта","Wielkość fontu","Tamaño de fuente","Tamanho da fonte","Schriftgröße","Yazı Boyutu","Dimensione font"
"MENU_BACKGROUND","Background","Fond","背景","背景","배경","背景","Фон","Tło","Fondo","Fundo","Hintergrund","Arka Plan","Sfondo"
"MENU_HP_BAR_ON_CHAR","HP bar on character","Barre de PV sur le personnage","角色头顶显示血条","キャラクターのHPバー","캐릭터 HP 바","角色身上顯示HP條","Шкала ОЗ персонажа","Pasek PZ bohatera","PS sobre personajes","Barra de PV no personagem","HP-Leiste am Charakter","Karakterin Sağlık göstergesi","Barra salute sul personaggio"
"REWARD","Reward","Récompense","奖励","リワード","보상","報酬","Награда","Nagroda","Recompensa","Recompensa","Belohnung","Ödül","Ricompensa"
"TIER_COMMON","Common","Commun","普通","コモン","흔한","普通","Обычная","Pospolita","Común","Comum","Gewöhnlich","Yaygın","Comune"
"TIER_UNCOMMON","Uncommon","Peu commun","罕见","アンコモン","드문","罕見","Необычная","Niepospolita","Poco común","Incomum","Ungewöhnlich","Nadir","Insolita"
"TIER_RARE","Rare","Rare","稀有","レア","귀한","稀有","Редкая","Rzadka","Raro","Raro","Selten","Ender","Rara"
"TIER_LEGENDARY","Legendary","Légendaire","传奇","レジェンド","전설","傳說級","Легендарная","Legendarna","Legendario","Lendário","Legendär","Efsanevi","Leggendaria"
"NO_RECORDS_YET","None yet","Aucun pour le moment","尚无记录","該当なし","아직 없음","尚未","Еще нет","Brak","Ninguno","Nada ainda","Noch keine","Henüz yok","Nessun record"
"RECORDS","Records","Records","纪录","記録","기록","紀錄","Рекорды","Rekordy","Récords","Recordes","Rekorde","Rekorlar","Record"
"MAX_DIFFICULTY_BEATEN","Max difficulty beaten","Difficulté max vaincue","通关最高难度","クリアした最高難易度","최대 난이도 달성","過關的最高難易度","Макс. пройденная сложность","Najwyższy zaliczony poz. trud.","Mayor dificultad","Dificuldade máxima vencida","Höchste Schwierigkeit geschafft","Bitirilen en yüksek zorluk seviyesi","Difficoltà massima superata"
"MAX_ENDLESS_WAVE_BEATEN","Endless max wave","Sans fin vague max","无尽模式最高波数","エンドレス最大ウェーブ","무한 최대 웨이브","無盡模式最高波數","Макс. волна в режиме «Без конца»","Maks. fala w trybie Nieskończonym","Mayor oleada infinita","Onda máxima (Sem Fim)","Höchste Endlos-Welle","Sonsuz maksimum hücum","Ondata massima (modalità Senza fine)"
"DIFFICULTY","Difficulty","Difficulté","难度","難易度","난이도","難易度","Сложность","Poziom trudności","Dificultad","Dificuldade","Schwierigkeit","Zorluk","Difficoltà"
"MATERIALS","Materials","Matériaux","材料","マテリアル","재료","素材","Материалы","Materiały","Materiales","Materiais","Materialien","Malzemeler","Materiali"
"WAVE_COMPLETED","Wave Completed!","Vague Terminée !","通过！","ウェーブクリア！","웨이브 완료!","撐過敵襲！","Волна пройдена!","Fala ukończona!","¡Oleada completada!","Onda concluída!","Welle beendet!","Hücum Tamamlandı!","Ondata completata!"
"ITEM_FOUND","Item found!","Objet trouvé !","发现道具！","アイテム発見！","아이템 발견!","發現道具！","Найден предмет!","Znaleziono przedmiot!","¡Objeto encontrado!","Novo item!","Item gefunden!","Eşya bulundu!","Nuovo oggetto!"
"CATEGORY_ITEM","Item","Objet","道具","アイテム","아이템","道具","Предмет","Przedmiot","Objeto","Item","Item","Eşya","Oggetto"
"CATEGORY_WEAPON","Weapon","Arme","武器","武器","무기","武器","Оружие","Broń","Arma","Arma","Waffe","Silah","Arma"
"DAMAGE_FORMATTED","{0}: {1}","{0} : {1}","{0}：{1}","{0}：{1}","{0}: {1}","{0}：{1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}"
"RANGE_FORMATTED","{0}: {1} ({2})","{0} : {1} ({2})","{0}：{1}（{2}）","{0}：{1}（{2}）","{0}: {1} ({2})","{0}：{1}（{2}）","{0}: {1} ({2})","{0}: {1} ({2})","{0}: {1} ({2})","{0}: {1} ({2})","{0}: {1} ({2})","{0}: {1} ({2})","{0}: {1} ({2})"
"STAT_FORMATTED","{0}: {1}","{0} : {1}","{0}：{1}","{0}：{1}","{0}: {1}","{0}：{1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}","{0}: {1}"
"PIERCING_FORMATTED","{0}: {1} (-{2}% damage)","{0} : {1} (-{2}% dégâts)","{0}：{1}（-{2}%伤害）","{0}：{1}（ダメージ-{2}%）","{0}: {1} (-{2}% 대미지)","{0}：{1}（-{2}%傷害）","{0}: {1} (-{2}% урона)","{0}: {1} (–{2}% obrażeń)","{0}: {1} (-{2} % de daño)","{0}: {1} (-{2}% de dano)","{0}: {1} (-{2}% Schaden)","{0}: {1} (%-{2} hasar)","{0}: {1} (-{2}% ai danni)"
"COOLDOWN","Cooldown","Recharge","冷却","クールダウン","쿨다운","冷卻","Восстановление","Czas odnowienia","Recarga","Recarga","Abklingzeit","Bekleme süresi","Ricarica"
"DEALS_DAMAGE_ON_RETURN","Also deals damage on return","Inflige également des dégâts au retour","还能够在返回时造成伤害","手元に戻る際にもダメージを与える","또한 대가로 대미지를 가함","還能夠在返回時造成傷害","Также наносит урон в ответ.","Zadaje obrażenia przy powrocie","Daña también al atacante","Também causa dano no retorno","Verursacht auch bei Rückkehr Schaden","Dönerken de hasar verir","Infligge danni anche al ritorno."
"ALTERNATES_ATTACK_TYPE","Alternates between thrusting and sweeping attacks","Alterne entre les attaques de poussée et de balayage","在突刺攻击和横扫攻击间交替","突きと払いを交互に行う","찌르기 및 휩쓸기 공격을 번갈아 진행","在突刺攻擊和橫掃攻擊間交替","Чередует колющие и рассекающие атаки.","Na zmianę wykonuje pchnięcia i zamachy","Alterna entre empujones y barridos","Alterna entre ataques de empurrão e em arco","Wechselt zwischen Stich- und Schwungangriffen","Sırasıyla deşici ve savurucu darbeler indirir","Alterna attacchi in affondo e ad arco."
"CRITICAL_FORMATTED","{0}: {1} ({2}% chance)","{0} : {1} ({2} % de chance)","{0}：{1}（{2}%概率）","{0}：{1}（確率 {2} %）","{0}: {1} ({2}% 확률)","{0}：{1}（{2}%的機率）","{0}: {1} (шанс {2}%)","{0}: {1} ({2}% szans)","{0}: {1} ({2} % de prob.)","{0}: {1} ({2}% de chance)","{0}: {1} (Chance von {2}%)","{0}: {1} (%{2} olasılık)","{0}: {1} ({2}% di probabilità)"
"CRITICAL","Critical","Critique","暴击","クリティカル","치명타","爆擊","Критический урон","Trafienie krytyczne","Crítico","Crítico","Kritisch","Kritik","Danni critici"
"MELEE","Melee","Mêlée","近战","近接","근거리","近距離","Ближний бой","Walka wręcz","Cuerpo a cuerpo","Corpo a corpo","Nahkampf","Yakın Saldırı","Mischia"
"RANGED","Ranged","Distance","远战","遠距離","원거리","遠距離","Дальний бой","Dystansowe","A distancia","Longo alcance","Fernkampf","Menzilli Saldırı","Distanza"
"TIER_I","I","I","I","I","I","I","I","I","I","I","I","I","I"
"TIER_II","II","II","II","II","II","II","II","II","II","II","II","II","II"
"TIER_III","III","III","III","III","III","III","III","III","III","III","III","III","III"
